2020-03-01T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,406,106,512,375,887,335,73,24,984,6879,,
2020-03-02T18:00:00,ITA,03,Lombardia,45.46679409,9.190347404,478,127,605,472,1077,190,139,38,1254,7925,,
2020-03-03T18:00:00,ITA,03,Lombardia,45.46679409,9.190347404,698,167,865,461,1326,249,139,55,1520,9577,,
2020-03-04T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,877,209,1086,411,1497,171,250,73,1820,12138,,
2020-03-05T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1169,244,1413,364,1777,280,376,98,2251,12354,,
2020-03-06T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1622,309,1931,77,2008,231,469,135,2612,13556,,
2020-03-07T18:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1661,359,2020,722,2742,734,524,154,3420,15778,pd-IT-0002,pd-EN-0002
2020-03-08T18:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2217,399,2616,756,3372,630,550,267,4189,18534,,
2020-03-09T18:00:00,ITA,03,Lombardia,45.46679409,9.190347404,2802,440,3242,1248,4490,1118,646,333,5469,20135,,
2020-03-10T18:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3319,466,3785,642,4427,-63,896,468,5791,21479,pd-IT-0004,pd-EN-0004
2020-03-11T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3852,560,4412,1351,5763,1336,900,617,7280,25629,,
2020-03-12T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4247,605,4852,2044,6896,1133,1085,744,8725,29534,,
2020-03-13T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4435,650,5085,2647,7732,836,1198,890,9820,32700,,
2020-03-14T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4898,732,5630,3429,9059,1327,1660,966,11685,37138,,
2020-03-15T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,5500,767,6267,3776,10043,984,2011,1218,13272,40369,,
2020-03-16T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6171,823,6994,3867,10861,818,2368,1420,14649,43565,,
2020-03-17T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,6953,879,7832,4263,12095,1234,2485,1640,16220,46449,,
2020-03-18T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7285,924,8209,4057,12266,171,3488,1959,17713,48983,,
2020-03-19T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7387,1006,8393,5545,13938,1672,3778,2168,19884,52244,,
2020-03-20T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,7735,1050,8785,6635,15420,1482,4295,2549,22264,57174,,
2020-03-21T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,8258,1093,9351,8019,17370,1950,5050,3095,25515,66730,,
2020-03-22T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,9439,1142,10581,7304,17885,515,5865,3456,27206,70598,,
2020-03-23T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,9266,1183,10449,8461,18910,1025,6075,3776,28761,73242,,
2020-03-24T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,9711,1194,10905,8963,19868,958,6657,4178,30703,76695,,
2020-03-25T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,10026,1236,11262,9329,20591,723,7281,4474,32346,81666,,
2020-03-26T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,10681,1263,11944,10245,22189,1598,7839,4861,34889,87713,,
2020-03-27T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11137,1292,12429,11466,23895,1706,8001,5402,37298,95860,,
2020-03-28T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11152,1319,12471,12038,24509,614,8962,5944,39415,102503,,
2020-03-29T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,11613,1328,12941,12451,25392,883,9255,6360,41007,107398,,
